,number,assignment_group,assigned_to
39308,INC0008769,1,17
39309,INC0008774,46,82
39310,INC0008774,50,82
39311,INC0008774,50,82
39312,INC0008774,50,82
39313,INC0008775,70,13
39314,INC0008775,70,13
39315,INC0008776,9,89
39316,INC0008776,24,89
39317,INC0008776,20,89
39318,INC0008776,20,246
39319,INC0008776,20,246
39320,INC0008776,20,246
39321,INC0008776,24,1
39322,INC0008776,24,1
39323,INC0008776,24,89
39324,INC0008776,24,89
39325,INC0008776,24,89
39326,INC0008777,70,215
39327,INC0008777,70,215
39328,INC0008777,69,215
39329,INC0008777,69,215
39330,INC0008777,23,215
39331,INC0008777,23,215
39332,INC0008777,23,215
39333,INC0008777,23,215
39334,INC0008782,28,74
39335,INC0008782,48,74
39336,INC0008782,48,74
39337,INC0008782,48,74
39338,INC0008783,70,13
39339,INC0008783,70,13
39340,INC0008785,70,33
39341,INC0008785,50,33
39342,INC0008785,50,33
39343,INC0008785,50,82
39344,INC0008785,47,82
39345,INC0008785,47,117
39346,INC0008785,47,117
39347,INC0008785,29,31
39348,INC0008785,1,33
39349,INC0008785,1,233
39350,INC0008785,1,233
39351,INC0008785,1,33
39352,INC0008785,1,33
39353,INC0008785,1,33
39354,INC0008785,1,33
39355,INC0008789,70,1
39356,INC0008789,20,1
39357,INC0008789,27,1
39358,INC0008789,27,1
39359,INC0008789,54,1
39360,INC0008789,20,1
39361,INC0008789,20,1
39362,INC0008789,70,1
39363,INC0008789,1,1
39364,INC0008789,1,1
39365,INC0008789,1,1
39366,INC0008789,1,13
39367,INC0008789,1,13
39368,INC0008789,1,13
39369,INC0008789,1,1
39370,INC0008789,1,1
39371,INC0008789,66,1
39372,INC0008789,70,13
39373,INC0008789,70,13
39374,INC0008790,50,253
39375,INC0008790,50,253
39376,INC0008790,50,253
39377,INC0008790,50,82
39378,INC0008790,47,117
39379,INC0008790,47,117
39380,INC0008790,49,120
39381,INC0008790,49,120
39382,INC0008790,49,120
39383,INC0008790,24,253
39384,INC0008790,24,253
39385,INC0008790,24,253
39386,INC0008795,9,34
39387,INC0008795,9,34
39388,INC0008795,27,34
39389,INC0008795,27,34
39390,INC0008795,27,34
39391,INC0008795,27,34
39392,INC0008795,27,34
39393,INC0008795,27,34
39394,INC0008795,27,34
39395,INC0008795,27,34
39396,INC0008795,27,34
39397,INC0008796,70,13
39398,INC0008796,70,13
39399,INC0008797,70,17
39400,INC0008797,1,17
39401,INC0008797,1,17
39402,INC0008797,1,17
39403,INC0008797,1,17
39404,INC0008797,1,17
39405,INC0008798,29,24
39406,INC0008798,24,24
39407,INC0008798,24,24
39408,INC0008798,24,24
39409,INC0008798,24,24
39410,INC0008798,24,24
39411,INC0008798,24,24
39412,INC0008800,70,17
39413,INC0008800,1,17
39414,INC0008800,1,17
39415,INC0008800,1,17
39416,INC0008800,1,17
39417,INC0008800,1,17
39418,INC0008801,70,13
39419,INC0008801,70,13
39420,INC0008802,1,1
39421,INC0008802,1,1
39422,INC0008802,73,1
39423,INC0008802,73,198
39424,INC0008802,73,198
39425,INC0008802,73,198
39426,INC0008802,73,198
39427,INC0008803,70,33
39428,INC0008803,70,33
39429,INC0008803,1,33
39430,INC0008803,1,33
39431,INC0008803,1,33
39432,INC0008803,1,33
39433,INC0008804,72,120
39434,INC0008804,20,120
39435,INC0008804,20,120
39436,INC0008804,49,120
39437,INC0008804,49,120
39438,INC0008804,49,120
39439,INC0008805,35,121
39440,INC0008805,53,121
39441,INC0008805,53,121
39442,INC0008805,53,121
39443,INC0008807,70,1
39444,INC0008807,1,1
39445,INC0008807,20,1
39446,INC0008807,20,1
39447,INC0008807,70,1
39448,INC0008807,70,1
39449,INC0008807,66,1
39450,INC0008807,66,1
39451,INC0008807,39,1
39452,INC0008807,70,1
39453,INC0008807,70,1
39454,INC0008807,70,1
39455,INC0008807,70,17
39456,INC0008807,70,17
39457,INC0008807,70,17
39458,INC0008807,70,17
39459,INC0008807,70,17
39460,INC0008808,1,1
39461,INC0008808,73,1
39462,INC0008808,73,168
39463,INC0008808,73,168
39464,INC0008808,73,168
39465,INC0008808,73,168
39466,INC0008810,70,17
39467,INC0008810,1,17
39468,INC0008810,1,17
39469,INC0008810,1,17
39470,INC0008811,70,17
39471,INC0008811,1,17
39472,INC0008811,1,17
39473,INC0008811,1,17
39474,INC0008811,1,17
39475,INC0008812,24,89
39476,INC0008812,24,89
39477,INC0008813,20,159
39478,INC0008813,33,159
39479,INC0008813,33,159
39480,INC0008813,33,159
39481,INC0008813,33,159
39482,INC0008815,1,1
39483,INC0008815,74,1
39484,INC0008815,74,145
39485,INC0008815,74,145
39486,INC0008815,74,145
39487,INC0008815,74,145
39488,INC0008816,70,17
39489,INC0008816,1,17
39490,INC0008816,1,17
39491,INC0008816,1,17
39492,INC0008816,1,17
39493,INC0008816,1,17
39494,INC0008816,1,17
39495,INC0008817,70,126
39496,INC0008817,70,126
39497,INC0008817,1,126
39498,INC0008817,1,126
39499,INC0008817,1,126
39500,INC0008818,70,76
39501,INC0008818,58,76
39502,INC0008818,58,76
39503,INC0008818,58,76
39504,INC0008818,58,76
39505,INC0008818,58,76
39506,INC0008818,58,76
39507,INC0008820,1,1
39508,INC0008820,73,1
39509,INC0008820,73,168
39510,INC0008820,73,198
39511,INC0008820,73,198
39512,INC0008820,73,198
39513,INC0008821,9,217
39514,INC0008821,9,217
39515,INC0008821,24,217
39516,INC0008821,24,89
39517,INC0008821,24,217
39518,INC0008821,24,217
39519,INC0008821,24,217
39520,INC0008822,70,17
39521,INC0008822,1,17
39522,INC0008822,1,17
39523,INC0008822,1,17
39524,INC0008822,1,17
39525,INC0008822,1,17
39526,INC0008825,1,1
39527,INC0008825,73,1
39528,INC0008825,73,198
39529,INC0008825,73,198
39530,INC0008825,73,198
39531,INC0008825,73,198
39532,INC0008826,70,17
39533,INC0008826,1,17
39534,INC0008826,1,17
39535,INC0008826,1,17
39536,INC0008826,1,17
39537,INC0008827,20,115
39538,INC0008827,1,115
39539,INC0008827,1,115
39540,INC0008827,1,115
39541,INC0008827,29,1
39542,INC0008827,1,17
39543,INC0008827,1,17
39544,INC0008828,81,1
39545,INC0008828,66,1
39546,INC0008828,66,203
39547,INC0008828,66,203
39548,INC0008829,70,13
39549,INC0008829,70,13
39550,INC0008830,6,176
39551,INC0008830,6,176
39552,INC0008830,6,176
39553,INC0008830,6,176
39554,INC0008830,6,176
39555,INC0008830,6,176
39556,INC0008830,6,176
39557,INC0008830,6,176
39558,INC0008831,70,1
39559,INC0008831,1,1
39560,INC0008831,1,1
39561,INC0008831,73,1
39562,INC0008831,73,198
39563,INC0008831,73,198
39564,INC0008833,70,69
39565,INC0008833,1,69
39566,INC0008833,1,17
39567,INC0008833,1,17
39568,INC0008833,1,17
39569,INC0008833,1,17
39570,INC0008833,1,17
39571,INC0008833,1,17
39572,INC0008833,23,69
39573,INC0008833,23,69
39574,INC0008834,24,89
39575,INC0008834,24,89
39576,INC0008835,70,28
39577,INC0008835,39,1
39578,INC0008835,3,1
39579,INC0008835,70,1
39580,INC0008835,39,1
39581,INC0008835,70,1
39582,INC0008835,3,1
39583,INC0008835,3,100
39584,INC0008835,3,100
39585,INC0008836,70,17
39586,INC0008836,70,17
39587,INC0008836,1,17
39588,INC0008836,1,17
39589,INC0008836,1,17
39590,INC0008837,70,140
39591,INC0008837,25,140
39592,INC0008837,25,140
39593,INC0008837,25,140
39594,INC0008837,25,140
39595,INC0008838,70,17
39596,INC0008838,1,115
39597,INC0008838,1,115
39598,INC0008838,1,1
39599,INC0008838,1,17
39600,INC0008838,1,17
39601,INC0008840,24,89
39602,INC0008840,24,89
39603,INC0008842,55,194
39604,INC0008842,55,194
39605,INC0008842,39,194
39606,INC0008842,39,194
39607,INC0008842,39,194
39608,INC0008844,70,17
39609,INC0008844,1,17
39610,INC0008844,1,17
39611,INC0008844,1,17
39612,INC0008846,70,17
39613,INC0008846,70,115
39614,INC0008846,1,115
39615,INC0008846,1,115
39616,INC0008846,1,115
39617,INC0008846,1,1
39618,INC0008846,1,17
39619,INC0008846,1,17
39620,INC0008847,24,89
39621,INC0008847,24,89
39622,INC0008849,24,89
39623,INC0008849,24,89
39624,INC0008850,70,17
39625,INC0008850,70,17
39626,INC0008850,1,17
39627,INC0008850,20,17
39628,INC0008850,20,17
39629,INC0008850,70,17
39630,INC0008850,1,17
39631,INC0008850,1,17
39632,INC0008850,1,17
39633,INC0008850,1,17
39634,INC0008850,1,17
39635,INC0008850,1,17
39636,INC0008850,1,17
39637,INC0008850,1,17
39638,INC0008851,20,170
39639,INC0008851,20,170
39640,INC0008851,70,170
39641,INC0008851,27,170
39642,INC0008851,27,170
39643,INC0008851,27,170
39644,INC0008851,27,170
39645,INC0008851,27,170
39646,INC0008852,9,217
39647,INC0008852,9,217
39648,INC0008852,24,217
39649,INC0008852,24,217
39650,INC0008852,24,89
39651,INC0008852,24,89
39652,INC0008852,9,89
39653,INC0008852,9,217
39654,INC0008852,9,217
39655,INC0008852,9,217
39656,INC0008853,70,1
39657,INC0008853,70,17
39658,INC0008853,70,17
39659,INC0008854,70,31
39660,INC0008854,29,31
39661,INC0008854,29,31
39662,INC0008854,29,31
39663,INC0008854,29,31
39664,INC0008855,24,89
39665,INC0008855,24,89
39666,INC0008856,5,22
39667,INC0008856,5,22
39668,INC0008856,5,22
39669,INC0008856,6,22
39670,INC0008856,6,22
39671,INC0008857,70,186
39672,INC0008857,70,186
39673,INC0008857,70,186
39674,INC0008858,65,4
39675,INC0008858,65,4
39676,INC0008858,65,4
39677,INC0008858,65,4
39678,INC0008858,65,4
39679,INC0008858,65,4
39680,INC0008859,1,1
39681,INC0008859,73,1
39682,INC0008859,73,198
39683,INC0008859,73,198
39684,INC0008861,70,28
39685,INC0008861,70,28
39686,INC0008863,25,249
39687,INC0008863,24,249
39688,INC0008863,24,249
39689,INC0008863,24,249
39690,INC0008863,24,249
39691,INC0008866,20,1
39692,INC0008866,20,1
39693,INC0008866,20,1
39694,INC0008866,70,1
39695,INC0008866,20,1
39696,INC0008866,1,1
39697,INC0008866,1,1
39698,INC0008866,54,1
39699,INC0008866,54,1
39700,INC0008866,70,1
39701,INC0008866,20,1
39702,INC0008866,20,1
39703,INC0008866,70,1
39704,INC0008866,20,1
39705,INC0008866,20,1
39706,INC0008866,70,1
39707,INC0008866,70,1
39708,INC0008866,70,149
39709,INC0008866,70,149
39710,INC0008867,25,140
39711,INC0008867,25,140
39712,INC0008867,25,140
39713,INC0008867,25,140
39714,INC0008867,25,140
39715,INC0008868,70,17
39716,INC0008868,1,17
39717,INC0008868,1,17
39718,INC0008868,1,17
39719,INC0008870,81,175
39720,INC0008870,66,175
39721,INC0008870,66,175
39722,INC0008870,66,18
39723,INC0008870,66,18
39724,INC0008870,66,18
39725,INC0008871,70,17
39726,INC0008871,1,17
39727,INC0008871,1,17
39728,INC0008871,1,17
39729,INC0008871,1,17
39730,INC0008872,3,127
39731,INC0008872,3,127
39732,INC0008873,65,1
39733,INC0008873,65,41
39734,INC0008873,65,41
39735,INC0008873,65,41
39736,INC0008873,65,7
39737,INC0008873,65,7
39738,INC0008873,65,7
39739,INC0008874,70,1
39740,INC0008874,70,1
39741,INC0008874,70,1
39742,INC0008874,70,1
39743,INC0008874,70,13
39744,INC0008874,70,13
39745,INC0008876,20,115
39746,INC0008876,1,115
39747,INC0008876,1,1
39748,INC0008876,1,17
39749,INC0008876,1,17
39750,INC0008877,10,207
39751,INC0008877,31,207
39752,INC0008877,31,207
39753,INC0008877,31,207
39754,INC0008877,31,207
39755,INC0008880,24,89
39756,INC0008880,24,89
39757,INC0008881,70,56
39758,INC0008881,70,56
39759,INC0008881,70,56
39760,INC0008883,70,24
39761,INC0008883,24,24
39762,INC0008883,24,24
39763,INC0008883,24,24
39764,INC0008883,24,24
39765,INC0008886,70,17
39766,INC0008886,1,17
39767,INC0008886,1,17
39768,INC0008886,1,17
39769,INC0008887,70,126
39770,INC0008887,70,126
39771,INC0008887,1,126
39772,INC0008887,1,126
39773,INC0008887,1,126
39774,INC0008887,1,126
39775,INC0008888,20,1
39776,INC0008888,20,1
39777,INC0008888,70,1
39778,INC0008888,70,186
39779,INC0008888,70,186
39780,INC0008889,70,194
39781,INC0008889,39,194
39782,INC0008889,39,194
39783,INC0008889,39,194
39784,INC0008890,24,89
39785,INC0008890,24,89
39786,INC0008891,28,236
39787,INC0008891,28,236
39788,INC0008891,28,236
39789,INC0008892,24,89
39790,INC0008892,24,89
39791,INC0008893,24,89
39792,INC0008893,24,89
39793,INC0008894,1,1
39794,INC0008894,73,1
39795,INC0008894,73,198
39796,INC0008894,73,198
39797,INC0008895,1,1
39798,INC0008895,73,1
39799,INC0008895,73,198
39800,INC0008895,73,198
39801,INC0008895,73,198
39802,INC0008895,73,198
39803,INC0008896,70,1
39804,INC0008896,1,1
39805,INC0008896,1,1
39806,INC0008896,1,1
39807,INC0008896,1,1
39808,INC0008896,1,1
39809,INC0008896,1,1
39810,INC0008896,1,1
39811,INC0008896,1,1
39812,INC0008896,70,13
39813,INC0008896,70,13
39814,INC0008897,58,17
39815,INC0008897,70,17
39816,INC0008897,1,17
39817,INC0008897,1,17
39818,INC0008897,1,17
39819,INC0008897,1,17
39820,INC0008898,29,215
39821,INC0008898,29,215
39822,INC0008898,70,215
39823,INC0008898,23,215
39824,INC0008898,23,215
39825,INC0008898,23,215
39826,INC0008898,23,215
39827,INC0008898,23,215
39828,INC0008898,23,215
39829,INC0008898,23,215
39830,INC0008898,23,215
39831,INC0008898,23,215
39832,INC0008898,23,215
39833,INC0008899,70,17
39834,INC0008899,1,17
39835,INC0008899,1,17
39836,INC0008899,1,17
39837,INC0008899,1,17
39838,INC0008900,27,34
39839,INC0008900,27,34
39840,INC0008900,27,34
39841,INC0008900,27,34
39842,INC0008900,27,34
39843,INC0008900,27,34
39844,INC0008901,1,253
39845,INC0008901,24,253
39846,INC0008901,24,253
39847,INC0008901,24,253
39848,INC0008901,24,253
39849,INC0008901,24,253
39850,INC0008901,24,253
39851,INC0008901,24,253
39852,INC0008901,24,253
39853,INC0008903,1,1
39854,INC0008903,73,1
39855,INC0008903,73,1
39856,INC0008903,73,198
39857,INC0008903,73,198
39858,INC0008904,10,200
39859,INC0008904,10,200
39860,INC0008904,10,200
39861,INC0008904,10,200
39862,INC0008904,10,200
39863,INC0008905,55,134
39864,INC0008905,55,134
39865,INC0008905,55,134
39866,INC0008905,55,134
39867,INC0008906,1,13
39868,INC0008906,1,13
39869,INC0008906,1,13
39870,INC0008906,1,13
39871,INC0008906,1,13
39872,INC0008907,70,17
39873,INC0008907,1,17
39874,INC0008907,1,17
39875,INC0008907,1,17
39876,INC0008907,1,17
39877,INC0008907,1,17
39878,INC0008907,1,17
39879,INC0008907,1,17
39880,INC0008907,1,17
39881,INC0008908,9,69
39882,INC0008908,23,69
39883,INC0008908,9,69
39884,INC0008908,9,69
39885,INC0008908,9,69
39886,INC0008908,23,69
39887,INC0008908,23,69
39888,INC0008908,23,69
39889,INC0008908,23,69
39890,INC0008908,23,69
39891,INC0008909,20,111
39892,INC0008909,60,111
39893,INC0008909,60,111
39894,INC0008909,60,111
39895,INC0008909,60,111
39896,INC0008909,27,111
39897,INC0008909,27,111
39898,INC0008909,27,111
39899,INC0008910,70,126
39900,INC0008910,1,126
39901,INC0008910,1,126
39902,INC0008910,1,126
39903,INC0008911,24,89
39904,INC0008911,24,89
39905,INC0008913,81,175
39906,INC0008913,66,175
39907,INC0008913,66,175
39908,INC0008913,66,175
39909,INC0008913,66,175
39910,INC0008914,6,1
39911,INC0008914,22,1
39912,INC0008914,70,1
39913,INC0008914,70,1
39914,INC0008914,70,1
39915,INC0008914,70,13
39916,INC0008914,70,13
39917,INC0008915,70,194
39918,INC0008915,39,194
39919,INC0008915,39,194
39920,INC0008915,39,194
39921,INC0008916,20,1
39922,INC0008916,70,56
39923,INC0008916,70,56
39924,INC0008916,70,56
39925,INC0008918,70,183
39926,INC0008918,70,183
39927,INC0008918,70,183
39928,INC0008918,39,183
39929,INC0008918,39,183
39930,INC0008918,39,183
39931,INC0008919,70,28
39932,INC0008919,70,28
39933,INC0008920,70,115
39934,INC0008920,1,115
39935,INC0008920,1,115
39936,INC0008920,1,115
39937,INC0008920,1,115
39938,INC0008922,10,200
39939,INC0008922,10,200
39940,INC0008922,10,200
39941,INC0008922,10,200
39942,INC0008922,10,200
39943,INC0008923,3,71
39944,INC0008923,39,71
39945,INC0008923,3,71
39946,INC0008923,3,71
39947,INC0008923,3,71
39948,INC0008924,5,147
39949,INC0008924,5,147
39950,INC0008924,12,147
39951,INC0008924,12,147
39952,INC0008924,12,147
39953,INC0008924,12,147
39954,INC0008925,70,193
39955,INC0008925,1,1
39956,INC0008925,1,1
39957,INC0008925,1,1
39958,INC0008925,1,1
39959,INC0008925,1,13
39960,INC0008925,1,13
39961,INC0008926,20,1
39962,INC0008926,70,1
39963,INC0008926,70,56
39964,INC0008926,70,56
39965,INC0008927,70,28
39966,INC0008927,70,28
39967,INC0008927,70,28
39968,INC0008927,17,1
39969,INC0008927,17,1
39970,INC0008927,39,1
39971,INC0008927,39,194
39972,INC0008927,39,194
39973,INC0008929,70,13
39974,INC0008929,1,13
39975,INC0008929,1,126
39976,INC0008929,1,126
39977,INC0008929,1,126
39978,INC0008929,1,126
39979,INC0008929,1,1
39980,INC0008929,1,1
39981,INC0008929,1,1
39982,INC0008929,1,1
39983,INC0008929,1,13
39984,INC0008929,1,13
39985,INC0008930,28,74
39986,INC0008930,48,74
39987,INC0008930,48,74
39988,INC0008930,48,74
39989,INC0008931,1,1
39990,INC0008931,74,1
39991,INC0008931,74,145
39992,INC0008931,74,145
39993,INC0008931,74,145
39994,INC0008931,74,145
39995,INC0008931,74,145
39996,INC0008933,66,1
39997,INC0008933,66,203
39998,INC0008933,66,203
39999,INC0008934,70,182
40000,INC0008934,31,182
40001,INC0008934,31,182
40002,INC0008934,31,182
40003,INC0008934,31,182
40004,INC0008934,31,182
40005,INC0008934,31,182
40006,INC0008935,1,69
40007,INC0008935,1,69
40008,INC0008935,1,69
40009,INC0008935,1,69
40010,INC0008935,1,69
40011,INC0008935,1,69
40012,INC0008935,1,69
40013,INC0008935,29,69
40014,INC0008935,29,31
40015,INC0008935,29,31
40016,INC0008935,29,31
40017,INC0008935,28,31
40018,INC0008935,23,69
40019,INC0008935,23,69
40020,INC0008935,23,69
40021,INC0008935,23,69
40022,INC0008936,70,126
40023,INC0008936,1,126
40024,INC0008936,1,126
40025,INC0008936,1,126
40026,INC0008937,20,191
40027,INC0008937,20,191
40028,INC0008937,70,191
40029,INC0008937,20,191
40030,INC0008937,20,191
40031,INC0008937,70,191
40032,INC0008937,70,191
40033,INC0008937,70,191
40034,INC0008937,20,191
40035,INC0008937,20,191
40036,INC0008937,70,191
40037,INC0008937,70,191
40038,INC0008937,1,191
40039,INC0008937,1,191
40040,INC0008937,1,191
40041,INC0008937,1,191
40042,INC0008937,1,191
40043,INC0008937,1,191
40044,INC0008938,1,1
40045,INC0008938,75,1
40046,INC0008938,75,1
40047,INC0008938,75,1
40048,INC0008938,75,1
40049,INC0008938,75,1
40050,INC0008938,75,230
40051,INC0008938,75,230
40052,INC0008938,75,230
40053,INC0008938,75,230
40054,INC0008938,75,230
40055,INC0008939,25,140
40056,INC0008939,25,140
40057,INC0008939,25,140
40058,INC0008940,55,153
40059,INC0008940,55,153
40060,INC0008940,12,153
40061,INC0008940,5,153
40062,INC0008940,15,153
40063,INC0008940,37,153
40064,INC0008940,37,153
40065,INC0008940,37,153
40066,INC0008940,37,153
40067,INC0008941,9,1
40068,INC0008941,9,1
40069,INC0008941,70,23
40070,INC0008941,70,23
40071,INC0008942,20,229
40072,INC0008942,20,229
40073,INC0008942,20,229
40074,INC0008942,20,229
40075,INC0008942,20,229
40076,INC0008943,64,127
40077,INC0008943,64,127
40078,INC0008943,64,127
40079,INC0008945,64,127
40080,INC0008945,64,127
40081,INC0008945,64,127
40082,INC0008946,20,253
40083,INC0008946,20,253
40084,INC0008946,24,253
40085,INC0008946,24,253
40086,INC0008946,24,253
40087,INC0008946,24,253
40088,INC0008947,64,127
40089,INC0008947,64,127
40090,INC0008947,64,127
40091,INC0008948,64,127
40092,INC0008948,64,127
40093,INC0008948,64,127
40094,INC0008949,64,127
40095,INC0008949,64,127
40096,INC0008949,64,127
40097,INC0008950,64,127
40098,INC0008950,64,127
40099,INC0008950,64,127
40100,INC0008951,70,127
40101,INC0008951,70,127
40102,INC0008952,64,127
40103,INC0008952,64,127
40104,INC0008952,64,127
40105,INC0008957,70,17
40106,INC0008957,1,17
40107,INC0008957,1,17
40108,INC0008957,1,17
40109,INC0008958,1,1
40110,INC0008958,70,119
40111,INC0008958,70,119
40112,INC0008959,70,28
40113,INC0008959,70,28
40114,INC0008960,20,249
40115,INC0008960,24,249
40116,INC0008960,24,249
40117,INC0008960,24,249
40118,INC0008961,1,1
40119,INC0008961,70,119
40120,INC0008961,70,119
40121,INC0008962,51,17
40122,INC0008962,51,17
40123,INC0008962,65,2
40124,INC0008962,65,2
40125,INC0008962,65,2
40126,INC0008962,54,1
40127,INC0008962,54,1
40128,INC0008962,70,1
40129,INC0008962,70,1
40130,INC0008962,1,33
40131,INC0008962,1,33
40132,INC0008962,1,33
40133,INC0008962,1,17
40134,INC0008962,1,17
40135,INC0008963,70,13
40136,INC0008963,1,13
40137,INC0008963,1,13
40138,INC0008963,1,13
40139,INC0008963,1,13
40140,INC0008963,1,13
40141,INC0008963,1,13
40142,INC0008963,1,13
40143,INC0008972,37,153
40144,INC0008972,37,153
40145,INC0008972,37,153
40146,INC0008972,37,153
40147,INC0008973,37,45
40148,INC0008973,37,45
40149,INC0008973,37,45
40150,INC0008976,57,40
40151,INC0008976,57,40
40152,INC0008976,57,40
40153,INC0008977,70,1
40154,INC0008977,1,1
40155,INC0008977,1,1
40156,INC0008977,69,1
40157,INC0008977,69,1
40158,INC0008977,69,138
40159,INC0008977,69,138
40160,INC0008978,70,17
40161,INC0008978,1,17
40162,INC0008978,1,17
40163,INC0008978,1,17
40164,INC0008978,1,17
40165,INC0008978,1,17
40166,INC0008978,1,17
40167,INC0008979,20,1
40168,INC0008979,1,1
40169,INC0008979,69,1
40170,INC0008979,69,1
40171,INC0008979,69,1
40172,INC0008979,69,1
40173,INC0008979,69,138
40174,INC0008979,69,138
40175,INC0008981,25,74
40176,INC0008981,28,74
40177,INC0008981,28,74
40178,INC0008981,28,236
40179,INC0008981,48,1
40180,INC0008981,48,74
40181,INC0008981,48,74
40182,INC0008981,48,74
40183,INC0008981,48,74
40184,INC0008984,64,15
40185,INC0008984,64,15
40186,INC0008986,70,159
40187,INC0008986,1,159
40188,INC0008986,33,159
40189,INC0008986,33,159
40190,INC0008986,33,159
40191,INC0008987,20,26
40192,INC0008987,20,26
40193,INC0008990,27,170
40194,INC0008990,27,170
40195,INC0008990,27,170
40196,INC0008990,27,170
40197,INC0008990,27,170
40198,INC0008991,1,17
40199,INC0008991,1,17
40200,INC0008991,1,17
40201,INC0008991,1,17
40202,INC0008991,1,17
40203,INC0008993,70,1
40204,INC0008993,70,1
40205,INC0008993,70,30
40206,INC0008993,70,30
40207,INC0008994,70,26
40208,INC0008994,70,26
40209,INC0008995,70,1
40210,INC0008995,70,208
40211,INC0008995,70,208
40212,INC0008996,70,1
40213,INC0008996,70,208
40214,INC0008996,70,208
40215,INC0008997,70,194
40216,INC0008997,39,194
40217,INC0008997,39,194
40218,INC0008997,39,194
40219,INC0008997,39,194
40220,INC0008999,28,74
40221,INC0008999,48,74
40222,INC0008999,48,74
40223,INC0008999,48,74
40224,INC0009000,70,6
40225,INC0009000,70,6
40226,INC0009000,70,6
40227,INC0009000,70,6
40228,INC0009001,25,233
40229,INC0009001,25,233
40230,INC0009001,25,233
40231,INC0009001,1,233
40232,INC0009001,1,233
40233,INC0009001,1,233
40234,INC0009001,1,233
40235,INC0009001,1,233
40236,INC0009001,1,233
40237,INC0009001,1,233
40238,INC0009001,1,233
40239,INC0009001,1,233
40240,INC0009001,1,233
40241,INC0009001,1,233
40242,INC0009001,1,233
40243,INC0009002,76,1
40244,INC0009002,76,1
40245,INC0009002,76,1
40246,INC0009002,76,1
40247,INC0009002,76,1
40248,INC0009002,76,241
40249,INC0009002,76,241
40250,INC0009003,64,94
40251,INC0009003,64,94
40252,INC0009003,64,94
40253,INC0009003,64,94
40254,INC0009003,64,94
40255,INC0009007,70,1
40256,INC0009007,70,6
40257,INC0009007,70,6
40258,INC0009008,70,73
40259,INC0009008,70,73
40260,INC0009008,70,73
40261,INC0009009,20,57
40262,INC0009009,25,57
40263,INC0009009,25,57
40264,INC0009009,25,57
40265,INC0009009,25,57
40266,INC0009010,64,94
40267,INC0009010,64,94
40268,INC0009010,64,94
40269,INC0009012,64,94
40270,INC0009012,64,94
40271,INC0009012,64,94
40272,INC0009013,64,94
40273,INC0009013,64,94
40274,INC0009013,64,94
40275,INC0009015,65,94
40276,INC0009015,65,94
40277,INC0009015,25,94
40278,INC0009015,25,94
40279,INC0009015,25,94
40280,INC0009015,25,94
40281,INC0009015,25,94
40282,INC0009015,25,94
40283,INC0009015,25,94
40284,INC0009015,25,94
40285,INC0009015,64,94
40286,INC0009015,64,94
40287,INC0009017,70,1
40288,INC0009017,1,1
40289,INC0009017,1,1
40290,INC0009017,1,1
40291,INC0009017,66,1
40292,INC0009017,66,203
40293,INC0009017,66,203
40294,INC0009017,66,203
40295,INC0009019,65,73
40296,INC0009019,70,73
40297,INC0009019,70,73
40298,INC0009019,70,73
40299,INC0009019,70,73
40300,INC0009020,20,229
40301,INC0009020,20,229
40302,INC0009020,28,229
40303,INC0009020,54,229
40304,INC0009020,54,229
40305,INC0009020,54,229
40306,INC0009020,54,229
40307,INC0009022,70,13
40308,INC0009022,70,13
40309,INC0009026,24,13
40310,INC0009026,24,13
40311,INC0009028,70,13
40312,INC0009028,54,13
40313,INC0009028,54,13
40314,INC0009028,70,13
40315,INC0009028,1,13
40316,INC0009028,1,13
40317,INC0009028,1,13
40318,INC0009028,1,13
40319,INC0009028,1,13
40320,INC0009028,1,13
40321,INC0009028,1,13
40322,INC0009029,25,227
40323,INC0009029,59,227
40324,INC0009029,25,227
40325,INC0009029,25,227
40326,INC0009029,25,227
40327,INC0009029,25,227
40328,INC0009032,25,120
40329,INC0009032,46,120
40330,INC0009032,49,120
40331,INC0009032,49,120
40332,INC0009032,49,120
40333,INC0009032,49,120
40334,INC0009037,70,236
40335,INC0009037,28,236
40336,INC0009037,28,236
40337,INC0009037,28,236
40338,INC0009037,28,236
40339,INC0009037,28,236
40340,INC0009038,70,13
40341,INC0009038,70,13
40342,INC0009047,70,183
40343,INC0009047,70,183
40344,INC0009047,70,183
40345,INC0009047,39,183
40346,INC0009047,39,183
40347,INC0009047,39,183
40348,INC0009050,70,232
40349,INC0009050,70,232
40350,INC0009051,24,1
40351,INC0009051,24,1
40352,INC0009051,70,232
40353,INC0009051,70,232
40354,INC0009054,70,1
40355,INC0009054,70,73
40356,INC0009054,70,73
40357,INC0009054,70,73
40358,INC0009054,70,73
40359,INC0009054,70,73
40360,INC0009055,70,13
40361,INC0009055,70,13
40362,INC0009056,55,153
40363,INC0009056,55,153
40364,INC0009056,12,153
40365,INC0009056,57,153
40366,INC0009056,57,153
40367,INC0009056,57,153
40368,INC0009056,57,153
40369,INC0009057,70,1
40370,INC0009057,70,13
40371,INC0009057,70,13
40372,INC0009059,70,28
40373,INC0009059,1,28
40374,INC0009059,1,28
40375,INC0009059,1,28
40376,INC0009060,70,232
40377,INC0009060,70,232
40378,INC0009062,70,1
40379,INC0009062,70,1
40380,INC0009062,70,126
40381,INC0009062,70,126
40382,INC0009063,70,13
